Gene stable ID,Gene stable ID version,Gene description,Gene name
ENSMUSG00000100379,ENSMUSG00000100379.6,predicted gene 28677 [Source:MGI Symbol;Acc:MGI:5579383],Gm28677
ENSMUSG00000101715,ENSMUSG00000101715.1,"predicted gene, 21855 [Source:MGI Symbol;Acc:MGI:5434019]",Gm21855
ENSMUSG00000101425,ENSMUSG00000101425.1,predicted gene 29255 [Source:MGI Symbol;Acc:MGI:5579961],Gm29255
ENSMUSG00000100698,ENSMUSG00000100698.1,"predicted gene, 20902 [Source:MGI Symbol;Acc:MGI:5434258]",Gm20902
ENSMUSG00000099547,ENSMUSG00000099547.1,predicted gene 28678 [Source:MGI Symbol;Acc:MGI:5579384],Gm28678
ENSMUSG00000099782,ENSMUSG00000099782.1,"predicted gene, 20903 [Source:MGI Symbol;Acc:MGI:5434259]",Gm20903
ENSMUSG00000101038,ENSMUSG00000101038.1,predicted gene 28272 [Source:MGI Symbol;Acc:MGI:5578978],Gm28272
ENSMUSG00000100604,ENSMUSG00000100604.1,predicted gene 29256 [Source:MGI Symbol;Acc:MGI:5579962],Gm29256
ENSMUSG00000099554,ENSMUSG00000099554.1,predicted gene 28259 [Source:MGI Symbol;Acc:MGI:5578965],Gm28259
ENSMUSG00000101757,ENSMUSG00000101757.1,predicted gene 28273 [Source:MGI Symbol;Acc:MGI:5578979],Gm28273
ENSMUSG00000100179,ENSMUSG00000100179.1,"predicted gene, 21715 [Source:MGI Symbol;Acc:MGI:5435070]",Gm21715
ENSMUSG00000099685,ENSMUSG00000099685.6,predicted gene 29617 [Source:MGI Symbol;Acc:MGI:5580323],Gm29617
ENSMUSG00000100251,ENSMUSG00000100251.1,predicted gene 29615 [Source:MGI Symbol;Acc:MGI:5580321],Gm29615
ENSMUSG00000101774,ENSMUSG00000101774.6,predicted gene 29616 [Source:MGI Symbol;Acc:MGI:5580322],Gm29616
ENSMUSG00000099883,ENSMUSG00000099883.1,"predicted gene, 21784 [Source:MGI Symbol;Acc:MGI:5433948]",Gm21784
ENSMUSG00000100363,ENSMUSG00000100363.1,"predicted gene, 20805 [Source:MGI Symbol;Acc:MGI:5434161]",Gm20805
ENSMUSG00000100276,ENSMUSG00000100276.1,predicted gene 29618 [Source:MGI Symbol;Acc:MGI:5580324],Gm29618
ENSMUSG00000101318,ENSMUSG00000101318.1,predicted gene 29109 [Source:MGI Symbol;Acc:MGI:5579815],Gm29109
ENSMUSG00000100805,ENSMUSG00000100805.1,predicted gene 29108 [Source:MGI Symbol;Acc:MGI:5579814],Gm29108
ENSMUSG00000101528,ENSMUSG00000101528.1,predicted gene 29110 [Source:MGI Symbol;Acc:MGI:5579816],Gm29110
ENSMUSG00000099661,ENSMUSG00000099661.1,predicted gene 28781 [Source:MGI Symbol;Acc:MGI:5579487],Gm28781
ENSMUSG00000094507,ENSMUSG00000094507.1,"predicted gene, 21913 [Source:MGI Symbol;Acc:MGI:5434077]",Gm21913
ENSMUSG00000100115,ENSMUSG00000100115.1,predicted gene 28174 [Source:MGI Symbol;Acc:MGI:5578880],Gm28174
ENSMUSG00000093946,ENSMUSG00000093946.1,"predicted gene, 22832 [Source:MGI Symbol;Acc:MGI:5452609]",Gm22832
ENSMUSG00000101881,ENSMUSG00000101881.1,"predicted gene, 21076 [Source:MGI Symbol;Acc:MGI:5434431]",Gm21076
ENSMUSG00000101218,ENSMUSG00000101218.1,predicted gene 29416 [Source:MGI Symbol;Acc:MGI:5580122],Gm29416
ENSMUSG00000094654,ENSMUSG00000094654.1,"predicted gene, 25359 [Source:MGI Symbol;Acc:MGI:5455136]",Gm25359
ENSMUSG00000101128,ENSMUSG00000101128.1,"predicted gene, 21869 [Source:MGI Symbol;Acc:MGI:5434033]",Gm21869
ENSMUSG00000101788,ENSMUSG00000101788.1,"predicted gene, 20813 [Source:MGI Symbol;Acc:MGI:5434169]",Gm20813
ENSMUSG00000102087,ENSMUSG00000102087.1,predicted gene 28790 [Source:MGI Symbol;Acc:MGI:5579496],Gm28790
ENSMUSG00000101428,ENSMUSG00000101428.1,predicted gene 29272 [Source:MGI Symbol;Acc:MGI:5579978],Gm29272
ENSMUSG00000100140,ENSMUSG00000100140.1,predicted gene 28789 [Source:MGI Symbol;Acc:MGI:5579495],Gm28789
ENSMUSG00000101146,ENSMUSG00000101146.1,"predicted gene, 20814 [Source:MGI Symbol;Acc:MGI:5434170]",Gm20814
ENSMUSG00000099499,ENSMUSG00000099499.1,predicted gene 28787 [Source:MGI Symbol;Acc:MGI:5579493],Gm28787
ENSMUSG00000101213,ENSMUSG00000101213.1,predicted gene 28788 [Source:MGI Symbol;Acc:MGI:5579494],Gm28788
ENSMUSG00000099896,ENSMUSG00000099896.1,predicted gene 29278 [Source:MGI Symbol;Acc:MGI:5579984],Gm29278
ENSMUSG00000101980,ENSMUSG00000101980.1,"predicted gene, 21922 [Source:MGI Symbol;Acc:MGI:5434086]",Gm21922
ENSMUSG00000100669,ENSMUSG00000100669.1,"predicted gene, 21111 [Source:MGI Symbol;Acc:MGI:5434466]",Gm21111
ENSMUSG00000100260,ENSMUSG00000100260.1,predicted gene 28608 [Source:MGI Symbol;Acc:MGI:5579314],Gm28608
ENSMUSG00000100675,ENSMUSG00000100675.1,predicted gene 28607 [Source:MGI Symbol;Acc:MGI:5579313],Gm28607
ENSMUSG00000100544,ENSMUSG00000100544.1,predicted gene 28606 [Source:MGI Symbol;Acc:MGI:5579312],Gm28606
ENSMUSG00000100902,ENSMUSG00000100902.1,"predicted gene, 20850 [Source:MGI Symbol;Acc:MGI:5434206]",Gm20850
ENSMUSG00000100673,ENSMUSG00000100673.1,predicted gene 29574 [Source:MGI Symbol;Acc:MGI:5580280],Gm29574
ENSMUSG00000102025,ENSMUSG00000102025.1,predicted gene 29575 [Source:MGI Symbol;Acc:MGI:5580281],Gm29575
ENSMUSG00000099944,ENSMUSG00000099944.1,"predicted gene, 21875 [Source:MGI Symbol;Acc:MGI:5434039]",Gm21875
ENSMUSG00000100226,ENSMUSG00000100226.1,"predicted gene, 20904 [Source:MGI Symbol;Acc:MGI:5434260]",Gm20904
ENSMUSG00000101957,ENSMUSG00000101957.1,predicted gene 29576 [Source:MGI Symbol;Acc:MGI:5580282],Gm29576
ENSMUSG00000101071,ENSMUSG00000101071.1,predicted gene 29577 [Source:MGI Symbol;Acc:MGI:5580283],Gm29577
ENSMUSG00000099425,ENSMUSG00000099425.1,predicted gene 29573 [Source:MGI Symbol;Acc:MGI:5580279],Gm29573
ENSMUSG00000101020,ENSMUSG00000101020.1,predicted gene 28377 [Source:MGI Symbol;Acc:MGI:5579083],Gm28377
ENSMUSG00000094404,ENSMUSG00000094404.1,"predicted gene, 21776 [Source:MGI Symbol;Acc:MGI:5433940]",Gm21776
ENSMUSG00000101408,ENSMUSG00000101408.1,"predicted gene, 21155 [Source:MGI Symbol;Acc:MGI:5434510]",Gm21155
ENSMUSG00000100643,ENSMUSG00000100643.1,"predicted gene, 21163 [Source:MGI Symbol;Acc:MGI:5434518]",Gm21163
ENSMUSG00000101898,ENSMUSG00000101898.1,predicted gene 28122 [Source:MGI Symbol;Acc:MGI:5578828],Gm28122
ENSMUSG00000100050,ENSMUSG00000100050.1,predicted gene 28121 [Source:MGI Symbol;Acc:MGI:5578827],Gm28121
ENSMUSG00000100708,ENSMUSG00000100708.1,"predicted gene, 21173 [Source:MGI Symbol;Acc:MGI:5434528]",Gm21173
ENSMUSG00000101238,ENSMUSG00000101238.1,predicted gene 28123 [Source:MGI Symbol;Acc:MGI:5578829],Gm28123
ENSMUSG00000100406,ENSMUSG00000100406.1,predicted gene 28120 [Source:MGI Symbol;Acc:MGI:5578826],Gm28120
ENSMUSG00000099526,ENSMUSG00000099526.1,predicted gene 29313 [Source:MGI Symbol;Acc:MGI:5580019],Gm29313
ENSMUSG00000100560,ENSMUSG00000100560.1,"predicted gene, 21180 [Source:MGI Symbol;Acc:MGI:5434535]",Gm21180
ENSMUSG00000101478,ENSMUSG00000101478.1,"predicted gene, 20859 [Source:MGI Symbol;Acc:MGI:5434215]",Gm20859
ENSMUSG00000101283,ENSMUSG00000101283.1,predicted gene 29314 [Source:MGI Symbol;Acc:MGI:5580020],Gm29314
ENSMUSG00000100907,ENSMUSG00000100907.1,predicted gene 29310 [Source:MGI Symbol;Acc:MGI:5580016],Gm29310
ENSMUSG00000101960,ENSMUSG00000101960.1,predicted gene 29311 [Source:MGI Symbol;Acc:MGI:5580017],Gm29311
ENSMUSG00000095179,ENSMUSG00000095179.2,"predicted gene, 21638 [Source:MGI Symbol;Acc:MGI:5434993]",Gm21638
ENSMUSG00000101917,ENSMUSG00000101917.1,predicted gene 29312 [Source:MGI Symbol;Acc:MGI:5580018],Gm29312
ENSMUSG00000101205,ENSMUSG00000101205.1,predicted gene 29308 [Source:MGI Symbol;Acc:MGI:5580014],Gm29308
ENSMUSG00000100526,ENSMUSG00000100526.1,predicted gene 29309 [Source:MGI Symbol;Acc:MGI:5580015],Gm29309
ENSMUSG00000101785,ENSMUSG00000101785.1,predicted gene 28702 [Source:MGI Symbol;Acc:MGI:5579408],Gm28702
ENSMUSG00000100149,ENSMUSG00000100149.1,predicted gene 28701 [Source:MGI Symbol;Acc:MGI:5579407],Gm28701
ENSMUSG00000101602,ENSMUSG00000101602.1,predicted gene 28700 [Source:MGI Symbol;Acc:MGI:5579406],Gm28700
ENSMUSG00000099953,ENSMUSG00000099953.1,predicted gene 28699 [Source:MGI Symbol;Acc:MGI:5579405],Gm28699
ENSMUSG00000102032,ENSMUSG00000102032.1,predicted gene 28705 [Source:MGI Symbol;Acc:MGI:5579411],Gm28705
ENSMUSG00000100823,ENSMUSG00000100823.1,predicted gene 28704 [Source:MGI Symbol;Acc:MGI:5579410],Gm28704
ENSMUSG00000099416,ENSMUSG00000099416.1,predicted gene 28540 [Source:MGI Symbol;Acc:MGI:5579246],Gm28540
ENSMUSG00000094647,ENSMUSG00000094647.7,"predicted gene, 21650 [Source:MGI Symbol;Acc:MGI:5435005]",Gm21650
ENSMUSG00000099646,ENSMUSG00000099646.1,predicted gene 28541 [Source:MGI Symbol;Acc:MGI:5579247],Gm28541
ENSMUSG00000099535,ENSMUSG00000099535.1,predicted gene 28542 [Source:MGI Symbol;Acc:MGI:5579248],Gm28542
ENSMUSG00000099606,ENSMUSG00000099606.1,predicted gene 28537 [Source:MGI Symbol;Acc:MGI:5579243],Gm28537
ENSMUSG00000100063,ENSMUSG00000100063.1,predicted gene 28538 [Source:MGI Symbol;Acc:MGI:5579244],Gm28538
ENSMUSG00000100722,ENSMUSG00000100722.1,predicted gene 29569 [Source:MGI Symbol;Acc:MGI:5580275],Gm29569
ENSMUSG00000096898,ENSMUSG00000096898.2,"predicted gene, 20867 [Source:MGI Symbol;Acc:MGI:5434223]",Gm20867
ENSMUSG00000101017,ENSMUSG00000101017.1,"predicted gene, 21658 [Source:MGI Symbol;Acc:MGI:5435013]",Gm21658
ENSMUSG00000100366,ENSMUSG00000100366.1,predicted gene 29568 [Source:MGI Symbol;Acc:MGI:5580274],Gm29568
ENSMUSG00000100888,ENSMUSG00000100888.1,predicted gene 29567 [Source:MGI Symbol;Acc:MGI:5580273],Gm29567
ENSMUSG00000100433,ENSMUSG00000100433.1,"predicted gene, 21198 [Source:MGI Symbol;Acc:MGI:5434553]",Gm21198
ENSMUSG00000102111,ENSMUSG00000102111.1,predicted gene 29566 [Source:MGI Symbol;Acc:MGI:5580272],Gm29566
ENSMUSG00000101060,ENSMUSG00000101060.1,predicted gene 29565 [Source:MGI Symbol;Acc:MGI:5580271],Gm29565
ENSMUSG00000099792,ENSMUSG00000099792.1,predicted gene 29564 [Source:MGI Symbol;Acc:MGI:5580270],Gm29564
ENSMUSG00000099497,ENSMUSG00000099497.1,predicted gene 29147 [Source:MGI Symbol;Acc:MGI:5579853],Gm29147
ENSMUSG00000099479,ENSMUSG00000099479.1,predicted gene 29146 [Source:MGI Symbol;Acc:MGI:5579852],Gm29146
ENSMUSG00000101115,ENSMUSG00000101115.1,predicted gene 28664 [Source:MGI Symbol;Acc:MGI:5579370],Gm28664
ENSMUSG00000100849,ENSMUSG00000100849.1,predicted gene 28663 [Source:MGI Symbol;Acc:MGI:5579369],Gm28663
ENSMUSG00000101194,ENSMUSG00000101194.1,predicted gene 29149 [Source:MGI Symbol;Acc:MGI:5579855],Gm29149
ENSMUSG00000099742,ENSMUSG00000099742.1,predicted gene 29148 [Source:MGI Symbol;Acc:MGI:5579854],Gm29148
ENSMUSG00000100999,ENSMUSG00000100999.1,predicted gene 29145 [Source:MGI Symbol;Acc:MGI:5579851],Gm29145
ENSMUSG00000101562,ENSMUSG00000101562.1,predicted gene 29144 [Source:MGI Symbol;Acc:MGI:5579850],Gm29144
ENSMUSG00000101321,ENSMUSG00000101321.1,predicted gene 28817 [Source:MGI Symbol;Acc:MGI:5579523],Gm28817
ENSMUSG00000100328,ENSMUSG00000100328.6,predicted gene 28816 [Source:MGI Symbol;Acc:MGI:5579522],Gm28816
ENSMUSG00000101098,ENSMUSG00000101098.1,"predicted gene, 20808 [Source:MGI Symbol;Acc:MGI:5434164]",Gm20808
ENSMUSG00000094739,ENSMUSG00000094739.2,"predicted gene, 20806 [Source:MGI Symbol;Acc:MGI:5434162]",Gm20806
ENSMUSG00000102071,ENSMUSG00000102071.1,predicted gene 28815 [Source:MGI Symbol;Acc:MGI:5579521],Gm28815
ENSMUSG00000100741,ENSMUSG00000100741.1,predicted gene 28814 [Source:MGI Symbol;Acc:MGI:5579520],Gm28814
ENSMUSG00000101804,ENSMUSG00000101804.1,predicted gene 28813 [Source:MGI Symbol;Acc:MGI:5579519],Gm28813
ENSMUSG00000099621,ENSMUSG00000099621.1,"predicted gene, 20919 [Source:MGI Symbol;Acc:MGI:5434275]",Gm20919
ENSMUSG00000095867,ENSMUSG00000095867.2,"predicted gene, 20917 [Source:MGI Symbol;Acc:MGI:5434273]",Gm20917
ENSMUSG00000100784,ENSMUSG00000100784.1,predicted gene 28421 [Source:MGI Symbol;Acc:MGI:5579127],Gm28421
ENSMUSG00000101044,ENSMUSG00000101044.1,predicted gene 28420 [Source:MGI Symbol;Acc:MGI:5579126],Gm28420
ENSMUSG00000099670,ENSMUSG00000099670.1,predicted gene 28423 [Source:MGI Symbol;Acc:MGI:5579129],Gm28423
ENSMUSG00000099636,ENSMUSG00000099636.1,predicted gene 28422 [Source:MGI Symbol;Acc:MGI:5579128],Gm28422
ENSMUSG00000094746,ENSMUSG00000094746.7,"predicted gene, 20916 [Source:MGI Symbol;Acc:MGI:5434272]",Gm20916
ENSMUSG00000100494,ENSMUSG00000100494.1,predicted gene 29033 [Source:MGI Symbol;Acc:MGI:5579739],Gm29033
ENSMUSG00000101118,ENSMUSG00000101118.1,predicted gene 29034 [Source:MGI Symbol;Acc:MGI:5579740],Gm29034
ENSMUSG00000101748,ENSMUSG00000101748.1,"predicted gene, 21823 [Source:MGI Symbol;Acc:MGI:5433987]",Gm21823
ENSMUSG00000101259,ENSMUSG00000101259.1,"predicted gene, 21242 [Source:MGI Symbol;Acc:MGI:5434597]",Gm21242
ENSMUSG00000100610,ENSMUSG00000100610.1,predicted gene 29031 [Source:MGI Symbol;Acc:MGI:5579737],Gm29031
ENSMUSG00000101197,ENSMUSG00000101197.1,predicted gene 29032 [Source:MGI Symbol;Acc:MGI:5579738],Gm29032
ENSMUSG00000102016,ENSMUSG00000102016.6,predicted gene 29606 [Source:MGI Symbol;Acc:MGI:5580312],Gm29606
ENSMUSG00000101340,ENSMUSG00000101340.1,predicted gene 29607 [Source:MGI Symbol;Acc:MGI:5580313],Gm29607
ENSMUSG00000099972,ENSMUSG00000099972.1,"predicted gene, 21248 [Source:MGI Symbol;Acc:MGI:5434603]",Gm21248
ENSMUSG00000101733,ENSMUSG00000101733.1,predicted gene 29189 [Source:MGI Symbol;Acc:MGI:5579895],Gm29189
ENSMUSG00000102019,ENSMUSG00000102019.1,"predicted gene, 21873 [Source:MGI Symbol;Acc:MGI:5434037]",Gm21873
ENSMUSG00000101465,ENSMUSG00000101465.1,predicted gene 29190 [Source:MGI Symbol;Acc:MGI:5579896],Gm29190
ENSMUSG00000095578,ENSMUSG00000095578.7,"predicted gene, 21760 [Source:MGI Symbol;Acc:MGI:5433924]",Gm21760
ENSMUSG00000099734,ENSMUSG00000099734.1,predicted gene 28159 [Source:MGI Symbol;Acc:MGI:5578865],Gm28159
ENSMUSG00000100723,ENSMUSG00000100723.1,predicted gene 28160 [Source:MGI Symbol;Acc:MGI:5578866],Gm28160
ENSMUSG00000101981,ENSMUSG00000101981.1,predicted gene 28157 [Source:MGI Symbol;Acc:MGI:5578863],Gm28157
ENSMUSG00000100148,ENSMUSG00000100148.1,predicted gene 28158 [Source:MGI Symbol;Acc:MGI:5578864],Gm28158
ENSMUSG00000100756,ENSMUSG00000100756.1,"predicted gene, 21257 [Source:MGI Symbol;Acc:MGI:5434612]",Gm21257
ENSMUSG00000099805,ENSMUSG00000099805.1,predicted gene 28161 [Source:MGI Symbol;Acc:MGI:5578867],Gm28161
ENSMUSG00000101070,ENSMUSG00000101070.1,predicted gene 28695 [Source:MGI Symbol;Acc:MGI:5579401],Gm28695
ENSMUSG00000100286,ENSMUSG00000100286.1,predicted gene 28696 [Source:MGI Symbol;Acc:MGI:5579402],Gm28696
ENSMUSG00000101833,ENSMUSG00000101833.1,"predicted gene, 20791 [Source:MGI Symbol;Acc:MGI:5434147]",Gm20791
ENSMUSG00000101688,ENSMUSG00000101688.1,"predicted gene, 20841 [Source:MGI Symbol;Acc:MGI:5434197]",Gm20841
ENSMUSG00000099679,ENSMUSG00000099679.1,predicted gene 28899 [Source:MGI Symbol;Acc:MGI:5579605],Gm28899
ENSMUSG00000099677,ENSMUSG00000099677.1,"predicted gene, 21722 [Source:MGI Symbol;Acc:MGI:5433886]",Gm21722
ENSMUSG00000100925,ENSMUSG00000100925.1,predicted gene 28898 [Source:MGI Symbol;Acc:MGI:5579604],Gm28898
ENSMUSG00000099740,ENSMUSG00000099740.1,predicted gene 28897 [Source:MGI Symbol;Acc:MGI:5579603],Gm28897
ENSMUSG00000101637,ENSMUSG00000101637.1,predicted gene 28896 [Source:MGI Symbol;Acc:MGI:5579602],Gm28896
ENSMUSG00000100245,ENSMUSG00000100245.1,"predicted gene, 21282 [Source:MGI Symbol;Acc:MGI:5434637]",Gm21282
ENSMUSG00000100469,ENSMUSG00000100469.1,predicted gene 28895 [Source:MGI Symbol;Acc:MGI:5579601],Gm28895
ENSMUSG00000100821,ENSMUSG00000100821.1,predicted gene 28894 [Source:MGI Symbol;Acc:MGI:5579600],Gm28894
ENSMUSG00000101058,ENSMUSG00000101058.1,"predicted gene, 21829 [Source:MGI Symbol;Acc:MGI:5433993]",Gm21829
ENSMUSG00000100187,ENSMUSG00000100187.1,predicted gene 29324 [Source:MGI Symbol;Acc:MGI:5580030],Gm29324
ENSMUSG00000099894,ENSMUSG00000099894.1,"predicted gene, 20911 [Source:MGI Symbol;Acc:MGI:5434267]",Gm20911
ENSMUSG00000100125,ENSMUSG00000100125.1,predicted gene 28739 [Source:MGI Symbol;Acc:MGI:5579445],Gm28739
ENSMUSG00000101962,ENSMUSG00000101962.1,predicted gene 28741 [Source:MGI Symbol;Acc:MGI:5579447],Gm28741
ENSMUSG00000100978,ENSMUSG00000100978.1,"predicted gene, 20912 [Source:MGI Symbol;Acc:MGI:5434268]",Gm20912
ENSMUSG00000100519,ENSMUSG00000100519.1,"predicted gene, 20801 [Source:MGI Symbol;Acc:MGI:5434157]",Gm20801
ENSMUSG00000100598,ENSMUSG00000100598.1,predicted gene 28742 [Source:MGI Symbol;Acc:MGI:5579448],Gm28742
ENSMUSG00000100591,ENSMUSG00000100591.1,"predicted gene, 21919 [Source:MGI Symbol;Acc:MGI:5434083]",Gm21919
ENSMUSG00000100879,ENSMUSG00000100879.1,predicted gene 28743 [Source:MGI Symbol;Acc:MGI:5579449],Gm28743
ENSMUSG00000099480,ENSMUSG00000099480.1,predicted gene 28124 [Source:MGI Symbol;Acc:MGI:5578830],Gm28124
ENSMUSG00000101914,ENSMUSG00000101914.1,"predicted gene, 21790 [Source:MGI Symbol;Acc:MGI:5433954]",Gm21790
ENSMUSG00000099834,ENSMUSG00000099834.1,"predicted gene, 21728 [Source:MGI Symbol;Acc:MGI:5433892]",Gm21728
ENSMUSG00000100298,ENSMUSG00000100298.1,predicted gene 28126 [Source:MGI Symbol;Acc:MGI:5578832],Gm28126
ENSMUSG00000101201,ENSMUSG00000101201.1,predicted gene 28125 [Source:MGI Symbol;Acc:MGI:5578831],Gm28125
ENSMUSG00000100438,ENSMUSG00000100438.1,"predicted gene, 21825 [Source:MGI Symbol;Acc:MGI:5433989]",Gm21825
ENSMUSG00000101286,ENSMUSG00000101286.1,"predicted gene, 21317 [Source:MGI Symbol;Acc:MGI:5434672]",Gm21317
ENSMUSG00000100268,ENSMUSG00000100268.1,predicted gene 29468 [Source:MGI Symbol;Acc:MGI:5580174],Gm29468
ENSMUSG00000101343,ENSMUSG00000101343.1,predicted gene 29469 [Source:MGI Symbol;Acc:MGI:5580175],Gm29469
ENSMUSG00000101907,ENSMUSG00000101907.1,predicted gene 29472 [Source:MGI Symbol;Acc:MGI:5580178],Gm29472
ENSMUSG00000100035,ENSMUSG00000100035.1,predicted gene 29473 [Source:MGI Symbol;Acc:MGI:5580179],Gm29473
ENSMUSG00000101072,ENSMUSG00000101072.1,predicted gene 29470 [Source:MGI Symbol;Acc:MGI:5580176],Gm29470
ENSMUSG00000100994,ENSMUSG00000100994.1,"predicted gene, 21333 [Source:MGI Symbol;Acc:MGI:5434688]",Gm21333
ENSMUSG00000100861,ENSMUSG00000100861.1,predicted gene 29382 [Source:MGI Symbol;Acc:MGI:5580088],Gm29382
ENSMUSG00000100317,ENSMUSG00000100317.1,predicted gene 28224 [Source:MGI Symbol;Acc:MGI:5578930],Gm28224
ENSMUSG00000101329,ENSMUSG00000101329.1,predicted gene 28226 [Source:MGI Symbol;Acc:MGI:5578932],Gm28226
ENSMUSG00000100532,ENSMUSG00000100532.1,predicted gene 28225 [Source:MGI Symbol;Acc:MGI:5578931],Gm28225
ENSMUSG00000099374,ENSMUSG00000099374.1,"predicted gene, 21344 [Source:MGI Symbol;Acc:MGI:5434699]",Gm21344
ENSMUSG00000100882,ENSMUSG00000100882.1,"predicted gene, 20849 [Source:MGI Symbol;Acc:MGI:5434205]",Gm20849
ENSMUSG00000101772,ENSMUSG00000101772.1,predicted gene 28829 [Source:MGI Symbol;Acc:MGI:5579535],Gm28829
ENSMUSG00000099667,ENSMUSG00000099667.1,"predicted gene, 21901 [Source:MGI Symbol;Acc:MGI:5434065]",Gm21901
ENSMUSG00000099925,ENSMUSG00000099925.1,predicted gene 28827 [Source:MGI Symbol;Acc:MGI:5579533],Gm28827
ENSMUSG00000101582,ENSMUSG00000101582.1,predicted gene 28828 [Source:MGI Symbol;Acc:MGI:5579534],Gm28828
ENSMUSG00000101273,ENSMUSG00000101273.1,predicted gene 28831 [Source:MGI Symbol;Acc:MGI:5579537],Gm28831
ENSMUSG00000101508,ENSMUSG00000101508.1,predicted gene 28832 [Source:MGI Symbol;Acc:MGI:5579538],Gm28832
ENSMUSG00000100339,ENSMUSG00000100339.1,"predicted gene, 21864 [Source:MGI Symbol;Acc:MGI:5434028]",Gm21864
ENSMUSG00000099546,ENSMUSG00000099546.1,"predicted gene, 21802 [Source:MGI Symbol;Acc:MGI:5433966]",Gm21802
ENSMUSG00000101884,ENSMUSG00000101884.1,predicted gene 28658 [Source:MGI Symbol;Acc:MGI:5579364],Gm28658
ENSMUSG00000100906,ENSMUSG00000100906.1,predicted gene 29238 [Source:MGI Symbol;Acc:MGI:5579944],Gm29238
ENSMUSG00000100092,ENSMUSG00000100092.1,"predicted gene, 21088 [Source:MGI Symbol;Acc:MGI:5434443]",Gm21088
ENSMUSG00000100284,ENSMUSG00000100284.1,predicted gene 29239 [Source:MGI Symbol;Acc:MGI:5579945],Gm29239
ENSMUSG00000096523,ENSMUSG00000096523.1,"predicted gene, 25729 [Source:MGI Symbol;Acc:MGI:5455506]",Gm25729
ENSMUSG00000100986,ENSMUSG00000100986.1,"predicted gene, 21741 [Source:MGI Symbol;Acc:MGI:5433905]",Gm21741
ENSMUSG00000101718,ENSMUSG00000101718.1,"predicted gene, 20862 [Source:MGI Symbol;Acc:MGI:5434218]",Gm20862
ENSMUSG00000094454,ENSMUSG00000094454.1,"predicted gene, 22624 [Source:MGI Symbol;Acc:MGI:5452401]",Gm22624
ENSMUSG00000099736,ENSMUSG00000099736.1,"predicted gene, 20863 [Source:MGI Symbol;Acc:MGI:5434219]",Gm20863
ENSMUSG00000101657,ENSMUSG00000101657.1,"predicted gene, 20864 [Source:MGI Symbol;Acc:MGI:5434220]",Gm20864
ENSMUSG00000100740,ENSMUSG00000100740.1,predicted gene 29476 [Source:MGI Symbol;Acc:MGI:5580182],Gm29476
ENSMUSG00000100718,ENSMUSG00000100718.1,"predicted gene, 21717 [Source:MGI Symbol;Acc:MGI:5433881]",Gm21717
ENSMUSG00000100407,ENSMUSG00000100407.1,predicted gene 28472 [Source:MGI Symbol;Acc:MGI:5579178],Gm28472
ENSMUSG00000095153,ENSMUSG00000095153.7,"predicted gene, 21095 [Source:MGI Symbol;Acc:MGI:5434450]",Gm21095
ENSMUSG00000100946,ENSMUSG00000100946.1,predicted gene 28473 [Source:MGI Symbol;Acc:MGI:5579179],Gm28473
ENSMUSG00000101851,ENSMUSG00000101851.1,predicted gene 28474 [Source:MGI Symbol;Acc:MGI:5579180],Gm28474
ENSMUSG00000100531,ENSMUSG00000100531.1,predicted gene 28475 [Source:MGI Symbol;Acc:MGI:5579181],Gm28475
ENSMUSG00000099483,ENSMUSG00000099483.1,predicted gene 28476 [Source:MGI Symbol;Acc:MGI:5579182],Gm28476
ENSMUSG00000101742,ENSMUSG00000101742.1,"predicted gene, 21380 [Source:MGI Symbol;Acc:MGI:5434735]",Gm21380
ENSMUSG00000100024,ENSMUSG00000100024.1,"predicted gene, 21782 [Source:MGI Symbol;Acc:MGI:5433946]",Gm21782
ENSMUSG00000094660,ENSMUSG00000094660.2,"predicted gene, 21394 [Source:MGI Symbol;Acc:MGI:5434749]",Gm21394
ENSMUSG00000101052,ENSMUSG00000101052.1,predicted gene 28471 [Source:MGI Symbol;Acc:MGI:5579177],Gm28471
ENSMUSG00000100881,ENSMUSG00000100881.1,"predicted gene, 21824 [Source:MGI Symbol;Acc:MGI:5433988]",Gm21824
ENSMUSG00000101160,ENSMUSG00000101160.1,predicted gene 29338 [Source:MGI Symbol;Acc:MGI:5580044],Gm29338
ENSMUSG00000099840,ENSMUSG00000099840.1,"predicted gene, 21409 [Source:MGI Symbol;Acc:MGI:5434764]",Gm21409
ENSMUSG00000100951,ENSMUSG00000100951.1,predicted gene 29339 [Source:MGI Symbol;Acc:MGI:5580045],Gm29339
ENSMUSG00000101068,ENSMUSG00000101068.1,predicted gene 28759 [Source:MGI Symbol;Acc:MGI:5579465],Gm28759
ENSMUSG00000101405,ENSMUSG00000101405.1,predicted gene 28758 [Source:MGI Symbol;Acc:MGI:5579464],Gm28758
ENSMUSG00000099633,ENSMUSG00000099633.1,predicted gene 29071 [Source:MGI Symbol;Acc:MGI:5579777],Gm29071
ENSMUSG00000102079,ENSMUSG00000102079.1,"predicted gene, 21879 [Source:MGI Symbol;Acc:MGI:5434043]",Gm21879
ENSMUSG00000100449,ENSMUSG00000100449.1,predicted gene 28757 [Source:MGI Symbol;Acc:MGI:5579463],Gm28757
ENSMUSG00000101990,ENSMUSG00000101990.1,"predicted gene, 20856 [Source:MGI Symbol;Acc:MGI:5434212]",Gm20856
